,Date_Time,No,Latitude,Longitude,Altitude,Speed,Cadence,Power
31,2020-07-30 12:04:51,32,37.537939,-77.432016,35.0,19.31,95.0,238.0
32,2020-07-30 12:04:52,33,37.537775,-77.432086,33.8,19.47,96.0,216.0
33,2020-07-30 12:04:53,34,37.537622,-77.432182,33.0,19.41,92.0,217.0
34,2020-07-30 12:04:54,35,37.537464,-77.4323,32.2,19.11,93.0,237.0
35,2020-07-30 12:04:55,36,37.537310999999995,-77.43239200000001,31.2,19.01,95.0,243.0
36,2020-07-30 12:04:56,37,37.537153,-77.432467,29.8,19.15,95.0,248.0
37,2020-07-30 12:04:57,38,37.536992,-77.432542,28.4,19.21,94.0,239.0
38,2020-07-30 12:04:58,39,37.536858,-77.432665,27.0,19.21,95.0,232.0
39,2020-07-30 12:04:59,40,37.536729,-77.43281,25.6,19.21,94.0,237.0
40,2020-07-30 12:05:00,41,37.536568,-77.432901,24.2,19.31,96.0,243.0
41,2020-07-30 12:05:01,42,37.536405,-77.432971,22.8,19.49,96.0,247.0
42,2020-07-30 12:05:02,43,37.536235999999995,-77.43293299999999,21.6,19.6,95.0,245.0
43,2020-07-30 12:05:03,44,37.53611,-77.432778,20.6,19.4,96.0,246.0
44,2020-07-30 12:05:04,45,37.536016,-77.432612,19.6,19.51,96.0,246.0
45,2020-07-30 12:05:05,46,37.535906,-77.432429,18.6,19.69,96.0,247.0
46,2020-07-30 12:05:06,47,37.535799,-77.432252,17.4,19.87,95.0,255.0
47,2020-07-30 12:05:07,48,37.535689,-77.432075,16.4,20.06,97.0,261.0
48,2020-07-30 12:05:08,49,37.535576,-77.431893,15.2,20.23,97.0,267.0
49,2020-07-30 12:05:09,50,37.535466,-77.43171,14.2,20.38,97.0,263.0
50,2020-07-30 12:05:10,51,37.535348,-77.431533,13.0,20.53,97.0,258.0
51,2020-07-30 12:05:11,52,37.535233000000005,-77.431362,12.0,20.58,97.0,257.0
52,2020-07-30 12:05:12,53,37.535107,-77.431185,11.2,20.48,97.0,249.0
53,2020-07-30 12:05:13,54,37.534997,-77.43100799999999,10.6,20.23,96.0,253.0
54,2020-07-30 12:05:14,55,37.534876000000004,-77.430836,10.2,19.74,93.0,260.0
55,2020-07-30 12:05:15,56,37.534771,-77.43066400000001,9.8,19.19,92.0,268.0
56,2020-07-30 12:05:16,57,37.534669,-77.430493,9.8,18.61,89.0,309.0
57,2020-07-30 12:05:17,58,37.534572999999995,-77.43032099999999,9.6,18.12,86.0,325.0
58,2020-07-30 12:05:18,59,37.534482000000004,-77.430155,8.8,17.99,86.0,347.0
59,2020-07-30 12:05:19,60,37.534382,-77.429994,8.0,17.88,90.0,346.0
60,2020-07-30 12:05:20,61,37.534279999999995,-77.42984399999999,7.8,17.54,93.0,326.0
61,2020-07-30 12:05:21,62,37.534176,-77.429688,7.8,17.11,93.0,313.0
62,2020-07-30 12:05:22,63,37.534077,-77.42954300000001,7.8,16.88,89.0,304.0
63,2020-07-30 12:05:23,64,37.533975,-77.42940899999999,7.6,16.66,91.0,309.0
64,2020-07-30 12:05:24,65,37.533878,-77.429264,7.6,16.5,90.0,313.0
65,2020-07-30 12:05:25,66,37.533784000000004,-77.429125,7.6,16.4,92.0,316.0
66,2020-07-30 12:05:26,67,37.533688,-77.428985,7.6,16.32,89.0,315.0
67,2020-07-30 12:05:27,68,37.533602,-77.42883499999999,7.6,16.15,89.0,313.0
68,2020-07-30 12:05:28,69,37.533516,-77.42869,7.8,15.89,89.0,316.0
69,2020-07-30 12:05:29,70,37.533440999999996,-77.428545,8.0,15.66,83.0,326.0
70,2020-07-30 12:05:30,71,37.533352,-77.42840600000001,8.2,15.45,84.0,330.0
71,2020-07-30 12:05:31,72,37.533264,-77.42827700000001,8.4,15.27,86.0,335.0
72,2020-07-30 12:05:32,73,37.533181,-77.428148,8.6,15.09,87.0,333.0
73,2020-07-30 12:05:33,74,37.533106,-77.428009,8.8,14.92,87.0,327.0
74,2020-07-30 12:05:34,75,37.533028,-77.427875,9.0,14.71,81.0,320.0
75,2020-07-30 12:05:35,76,37.532971999999994,-77.427735,9.2,14.49,83.0,319.0
76,2020-07-30 12:05:36,77,37.532982000000004,-77.42757399999999,9.4,14.18,92.0,318.0
77,2020-07-30 12:05:37,78,37.53306,-77.427456,9.6,13.93,96.0,311.0
78,2020-07-30 12:05:38,79,37.533162,-77.42736,9.6,13.71,97.0,286.0
79,2020-07-30 12:05:39,80,37.533269,-77.427279,9.6,13.49,97.0,277.0
80,2020-07-30 12:05:40,81,37.533363,-77.427194,9.8,13.27,96.0,277.0
81,2020-07-30 12:05:41,82,37.533457,-77.427102,9.8,13.05,96.0,278.0
82,2020-07-30 12:05:42,83,37.533547999999996,-77.427011,10.0,12.85,96.0,297.0
83,2020-07-30 12:05:43,84,37.533639,-77.426925,10.2,12.68,96.0,307.0
84,2020-07-30 12:05:44,85,37.533731,-77.426834,10.2,12.63,98.0,307.0
85,2020-07-30 12:05:45,86,37.533819,-77.426754,10.4,12.65,100.0,316.0
86,2020-07-30 12:05:46,87,37.53391,-77.426668,10.6,12.68,96.0,318.0
87,2020-07-30 12:05:47,88,37.534001,-77.426582,10.8,12.65,98.0,320.0
88,2020-07-30 12:05:48,89,37.534093,-77.426491,11.0,12.62,97.0,342.0
89,2020-07-30 12:05:49,90,37.534184,-77.426416,11.2,12.61,96.0,349.0
90,2020-07-30 12:05:50,91,37.534271999999994,-77.42633000000001,11.4,12.6,99.0,352.0
91,2020-07-30 12:05:51,92,37.534364000000004,-77.426239,11.6,12.59,97.0,351.0
92,2020-07-30 12:05:52,93,37.534452,-77.426158,11.8,12.58,97.0,341.0
93,2020-07-30 12:05:53,94,37.534538,-77.42607199999999,12.0,12.57,96.0,334.0
94,2020-07-30 12:05:54,95,37.534634000000004,-77.425987,12.2,12.57,97.0,331.0
95,2020-07-30 12:05:55,96,37.534723,-77.42590600000001,12.4,12.59,95.0,325.0
96,2020-07-30 12:05:56,97,37.534814000000004,-77.42582,12.4,12.64,99.0,313.0
97,2020-07-30 12:05:57,98,37.534903,-77.42574,12.4,12.68,97.0,296.0
98,2020-07-30 12:05:58,99,37.534989,-77.42564300000001,12.4,12.66,97.0,289.0
99,2020-07-30 12:05:59,100,37.535077,-77.425563,12.6,12.56,97.0,282.0
100,2020-07-30 12:06:00,101,37.53516,-77.425472,12.6,12.44,96.0,290.0
101,2020-07-30 12:06:01,102,37.535241,-77.42537,12.6,12.34,97.0,294.0
102,2020-07-30 12:06:02,103,37.535321,-77.425278,12.8,12.23,96.0,291.0
103,2020-07-30 12:06:03,104,37.535385999999995,-77.42517099999999,13.0,12.1,92.0,300.0
104,2020-07-30 12:06:04,105,37.535383,-77.425037,13.4,11.81,91.0,309.0
105,2020-07-30 12:06:05,106,37.535340000000005,-77.42491899999999,13.6,11.57,88.0,332.0
106,2020-07-30 12:06:06,107,37.535286,-77.424812,14.0,11.44,88.0,343.0
107,2020-07-30 12:06:07,108,37.535225,-77.424715,14.4,11.33,89.0,346.0
108,2020-07-30 12:06:08,109,37.535168,-77.424613,14.8,11.23,89.0,341.0
109,2020-07-30 12:06:09,110,37.535104,-77.42451700000001,15.0,11.13,88.0,333.0
110,2020-07-30 12:06:10,111,37.53504,-77.424426,15.4,10.94,89.0,332.0
111,2020-07-30 12:06:11,112,37.534978,-77.424334,15.8,10.77,87.0,327.0
112,2020-07-30 12:06:12,113,37.534921000000004,-77.42423199999999,16.0,10.59,87.0,325.0
113,2020-07-30 12:06:13,114,37.534862,-77.424141,16.4,10.47,86.0,322.0
114,2020-07-30 12:06:14,115,37.534809,-77.42405,17.2,10.07,86.0,314.0
115,2020-07-30 12:06:15,116,37.534758000000004,-77.42397,17.8,9.67,84.0,321.0
116,2020-07-30 12:06:16,117,37.534704,-77.423878,18.4,9.29,81.0,334.0
117,2020-07-30 12:06:17,118,37.534661,-77.423798,19.0,8.97,80.0,347.0
118,2020-07-30 12:06:18,119,37.53461,-77.423723,19.8,8.7,82.0,351.0
119,2020-07-30 12:06:19,120,37.534565,-77.423653,20.4,8.46,83.0,358.0
120,2020-07-30 12:06:20,121,37.534519,-77.423578,20.8,8.25,81.0,355.0
121,2020-07-30 12:06:21,122,37.534479,-77.423508,21.4,8.05,81.0,349.0
122,2020-07-30 12:06:22,123,37.534436,-77.423433,22.0,7.86,82.0,344.0
123,2020-07-30 12:06:23,124,37.534393,-77.423374,22.6,7.7,81.0,344.0
124,2020-07-30 12:06:24,125,37.534353,-77.423304,23.0,7.56,82.0,340.0
125,2020-07-30 12:06:25,126,37.534315,-77.42324,23.6,7.43,96.0,334.0
126,2020-07-30 12:06:26,127,37.534275,-77.423176,24.0,7.35,99.0,334.0
127,2020-07-30 12:06:27,128,37.534238,-77.42311099999999,24.4,7.29,103.0,321.0
128,2020-07-30 12:06:28,129,37.534195000000004,-77.423052,24.8,7.23,101.0,310.0
129,2020-07-30 12:06:29,130,37.534157,-77.422993,25.2,7.18,99.0,305.0
130,2020-07-30 12:06:30,131,37.53412,-77.422923,25.6,7.11,98.0,297.0
131,2020-07-30 12:06:31,132,37.534085,-77.422859,26.0,7.05,97.0,297.0
132,2020-07-30 12:06:32,133,37.534046999999994,-77.4228,26.4,6.96,93.0,293.0
133,2020-07-30 12:06:33,134,37.534009999999995,-77.422741,27.0,6.86,91.0,298.0
134,2020-07-30 12:06:34,135,37.533972,-77.42267700000001,27.4,6.75,90.0,300.0
135,2020-07-30 12:06:35,136,37.533932,-77.422623,27.8,6.6,89.0,301.0
136,2020-07-30 12:06:36,137,37.5339,-77.42256400000001,28.4,6.46,90.0,317.0
137,2020-07-30 12:06:37,138,37.533865000000006,-77.42251,28.8,6.31,93.0,328.0
138,2020-07-30 12:06:38,139,37.53383,-77.422457,29.4,6.17,92.0,345.0
139,2020-07-30 12:06:39,140,37.5338,-77.422403,29.8,6.03,90.0,356.0
140,2020-07-30 12:06:40,141,37.533768,-77.422349,30.4,5.88,90.0,370.0
141,2020-07-30 12:06:41,142,37.533733000000005,-77.42230699999999,31.0,5.73,89.0,376.0
142,2020-07-30 12:06:42,143,37.533704,-77.422258,31.6,5.63,91.0,395.0
143,2020-07-30 12:06:43,144,37.533674,-77.422205,32.2,5.53,90.0,398.0
144,2020-07-30 12:06:44,145,37.533642,-77.422151,32.8,5.46,87.0,408.0
145,2020-07-30 12:06:45,146,37.533615000000005,-77.422108,33.4,5.39,88.0,407.0
146,2020-07-30 12:06:46,147,37.533586,-77.42206,34.0,5.3,86.0,400.0
147,2020-07-30 12:06:47,148,37.533556,-77.42201700000001,34.6,5.23,85.0,402.0
148,2020-07-30 12:06:48,149,37.533528999999994,-77.42196899999999,35.2,5.17,85.0,401.0
149,2020-07-30 12:06:49,150,37.533497,-77.42192,35.8,5.1,85.0,397.0
150,2020-07-30 12:06:50,151,37.53347,-77.421877,36.4,5.05,86.0,400.0
151,2020-07-30 12:06:51,152,37.533444,-77.421829,37.0,4.99,85.0,392.0
152,2020-07-30 12:06:52,153,37.533414,-77.42179200000001,37.4,4.92,87.0,384.0
153,2020-07-30 12:06:53,154,37.533387,-77.421749,38.0,4.86,90.0,378.0
154,2020-07-30 12:06:54,155,37.533359999999995,-77.4217,38.6,4.78,97.0,358.0
155,2020-07-30 12:06:55,156,37.533336,-77.421663,39.2,4.71,97.0,356.0
156,2020-07-30 12:06:56,157,37.533312,-77.42161999999999,39.6,4.67,97.0,356.0
157,2020-07-30 12:06:57,158,37.533285,-77.421577,40.2,4.64,98.0,347.0
158,2020-07-30 12:06:58,159,37.533260999999996,-77.421534,40.6,4.64,100.0,335.0
159,2020-07-30 12:06:59,160,37.533234,-77.421497,41.0,4.66,103.0,324.0
160,2020-07-30 12:07:00,161,37.533213,-77.421448,41.6,4.72,107.0,328.0
161,2020-07-30 12:07:01,162,37.533186,-77.42141099999999,41.8,4.86,117.0,330.0
162,2020-07-30 12:07:02,163,37.533159000000005,-77.421368,42.2,5.17,106.0,345.0
163,2020-07-30 12:07:03,164,37.533127,-77.421314,42.0,6.05,115.0,360.0
164,2020-07-30 12:07:04,165,37.533091999999996,-77.42125,42.0,6.84,116.0,349.0
165,2020-07-30 12:07:05,166,37.53306,-77.42118,42.4,7.11,124.0,341.0
166,2020-07-30 12:07:06,167,37.533025,-77.421121,42.6,7.27,109.0,331.0
167,2020-07-30 12:07:07,168,37.532988,-77.42104599999999,43.0,7.4,106.0,347.0
168,2020-07-30 12:07:08,169,37.532953000000006,-77.420976,43.2,7.53,101.0,368.0
169,2020-07-30 12:07:09,170,37.532915,-77.420906,43.6,7.71,96.0,417.0
170,2020-07-30 12:07:10,171,37.532875,-77.420831,43.8,7.94,95.0,439.0
171,2020-07-30 12:07:11,172,37.532835,-77.42075600000001,44.2,8.17,100.0,457.0
172,2020-07-30 12:07:12,173,37.532781,-77.420687,44.6,8.41,102.0,463.0
173,2020-07-30 12:07:13,174,37.532719,-77.420633,44.8,8.63,101.0,445.0
174,2020-07-30 12:07:14,175,37.532644,-77.420644,45.0,9.08,104.0,402.0
175,2020-07-30 12:07:15,176,37.532575,-77.420692,44.8,9.63,110.0,373.0
176,2020-07-30 12:07:16,177,37.532505,-77.420762,44.8,10.03,109.0,343.0
177,2020-07-30 12:07:17,178,37.53243,-77.420831,45.0,10.2,106.0,328.0
178,2020-07-30 12:07:18,179,37.53236,-77.420906,45.4,10.13,100.0,326.0
179,2020-07-30 12:07:19,180,37.532288,-77.420976,45.8,10.02,94.0,326.0
180,2020-07-30 12:07:20,181,37.532221,-77.42104599999999,46.2,9.99,91.0,337.0
181,2020-07-30 12:07:21,182,37.532151,-77.421121,46.4,10.08,92.0,348.0
182,2020-07-30 12:07:22,183,37.532084000000005,-77.421196,46.4,10.31,95.0,328.0
183,2020-07-30 12:07:23,184,37.532011,-77.421266,46.2,10.48,100.0,274.0
184,2020-07-30 12:07:24,185,37.531934,-77.421341,45.8,10.97,100.0,245.0
185,2020-07-30 12:07:25,186,37.531858,-77.42142700000001,45.2,11.59,100.0,215.0
186,2020-07-30 12:07:26,187,37.531781,-77.421513,44.2,12.29,100.0,165.0
187,2020-07-30 12:07:27,188,37.531692,-77.421604,43.0,13.02,100.0,122.0
188,2020-07-30 12:07:28,189,37.531597999999995,-77.4217,41.6,13.8,100.0,122.0
189,2020-07-30 12:07:29,190,37.531502,-77.421802,40.0,14.59,100.0,91.0
190,2020-07-30 12:07:30,191,37.5314,-77.42191,38.4,15.34,72.0,91.0
191,2020-07-30 12:07:31,192,37.531292,-77.42201700000001,36.6,16.08,73.0,59.0
192,2020-07-30 12:07:32,193,37.531177,-77.422135,34.6,16.78,74.0,59.0
193,2020-07-30 12:07:33,194,37.531059,-77.422258,32.6,17.23,74.0,29.0
194,2020-07-30 12:07:34,195,37.530941,-77.422382,30.8,17.79,75.0,29.0
195,2020-07-30 12:07:35,196,37.530812,-77.42251,28.6,18.23,,2.0
196,2020-07-30 12:07:36,197,37.530689,-77.422639,26.4,18.79,,2.0
197,2020-07-30 12:07:37,198,37.530544,-77.422768,24.0,19.52,,2.0
198,2020-07-30 12:07:38,199,37.530413,-77.422907,21.8,20.15,,1.0
199,2020-07-30 12:07:39,200,37.530262,-77.423036,19.8,20.71,,1.0
200,2020-07-30 12:07:40,201,37.530083000000005,-77.42303100000001,18.6,20.92,,1.0
201,2020-07-30 12:07:41,202,37.529942999999996,-77.422875,19.0,20.23,3.0,32.0
202,2020-07-30 12:07:42,203,37.529828,-77.422709,19.8,19.4,65.0,102.0
203,2020-07-30 12:07:43,204,37.529731,-77.42253199999999,20.6,18.58,76.0,154.0
204,2020-07-30 12:07:44,205,37.529646,-77.42236,21.4,17.87,82.0,201.0
205,2020-07-30 12:07:45,206,37.529557000000004,-77.42219899999999,21.8,17.36,90.0,298.0
206,2020-07-30 12:07:46,207,37.529458,-77.422044,22.0,17.06,87.0,311.0
207,2020-07-30 12:07:47,208,37.529367,-77.421894,22.0,16.23,89.0,252.0
208,2020-07-30 12:07:48,209,37.529286,-77.421738,22.0,16.09,90.0,233.0
209,2020-07-30 12:07:49,210,37.529211,-77.421593,22.0,15.96,89.0,214.0
210,2020-07-30 12:07:50,211,37.529131,-77.421432,21.6,15.91,90.0,184.0
211,2020-07-30 12:07:51,212,37.529106,-77.421266,22.0,15.62,86.0,184.0
212,2020-07-30 12:07:52,213,37.529184,-77.421121,23.2,14.59,70.0,260.0
213,2020-07-30 12:07:53,214,37.529283,-77.42103,24.6,13.52,69.0,303.0
214,2020-07-30 12:07:54,215,37.529383,-77.42094399999999,25.8,12.64,71.0,331.0
215,2020-07-30 12:07:55,216,37.529469,-77.420864,26.8,12.04,74.0,359.0
216,2020-07-30 12:07:56,217,37.529557000000004,-77.420794,27.6,11.61,77.0,373.0
217,2020-07-30 12:07:57,218,37.529646,-77.42072399999999,28.4,11.23,76.0,362.0
218,2020-07-30 12:07:58,219,37.529721,-77.420654,29.0,10.84,75.0,349.0
219,2020-07-30 12:07:59,220,37.529798,-77.42059,30.0,10.33,72.0,354.0
220,2020-07-30 12:08:00,221,37.529847,-77.42049300000001,31.2,9.52,68.0,352.0
221,2020-07-30 12:08:01,222,37.529844,-77.420397,33.0,8.05,65.0,359.0
222,2020-07-30 12:08:02,223,37.529812,-77.420327,34.2,6.97,66.0,375.0
223,2020-07-30 12:08:03,224,37.52978,-77.42026800000001,35.2,6.26,72.0,374.0
224,2020-07-30 12:08:04,225,37.529745,-77.42022,36.0,5.73,74.0,362.0
225,2020-07-30 12:08:05,226,37.529713,-77.420177,36.6,5.36,76.0,355.0
226,2020-07-30 12:08:06,227,37.529683,-77.420129,37.2,5.08,76.0,344.0
227,2020-07-30 12:08:07,228,37.529656,-77.420091,37.8,4.84,74.0,319.0
228,2020-07-30 12:08:08,229,37.529629,-77.420048,38.4,4.55,74.0,314.0
229,2020-07-30 12:08:09,230,37.529608,-77.420005,39.0,4.27,75.0,312.0
230,2020-07-30 12:08:10,231,37.529587,-77.419962,39.4,4.05,75.0,314.0
231,2020-07-30 12:08:11,232,37.529568,-77.41993000000001,40.0,3.92,76.0,323.0
232,2020-07-30 12:08:12,233,37.529546,-77.419893,40.4,3.9,80.0,330.0
233,2020-07-30 12:08:13,234,37.529528000000006,-77.41986,41.0,3.96,86.0,336.0
234,2020-07-30 12:08:14,235,37.529503000000005,-77.419823,41.4,4.09,95.0,345.0
235,2020-07-30 12:08:15,236,37.529482,-77.419785,41.8,4.23,95.0,328.0
236,2020-07-30 12:08:16,237,37.529458,-77.419758,42.0,4.37,95.0,317.0
237,2020-07-30 12:08:17,238,37.529431,-77.41971600000001,42.4,4.49,94.0,287.0
238,2020-07-30 12:08:18,239,37.52941,-77.419673,42.8,4.6,95.0,278.0
239,2020-07-30 12:08:19,240,37.529383,-77.419635,43.0,4.75,98.0,278.0
240,2020-07-30 12:08:20,241,37.529359,-77.41958699999999,43.4,4.94,105.0,277.0
241,2020-07-30 12:08:21,242,37.529329,-77.41954399999999,43.6,5.14,109.0,268.0
242,2020-07-30 12:08:22,243,37.529302,-77.419496,43.8,5.41,103.0,267.0
243,2020-07-30 12:08:23,244,37.529270000000004,-77.419453,44.0,5.6,95.0,243.0
244,2020-07-30 12:08:24,245,37.529241,-77.419399,44.2,5.78,96.0,239.0
245,2020-07-30 12:08:25,246,37.529211,-77.41934499999999,44.4,5.96,99.0,245.0
246,2020-07-30 12:08:26,247,37.529176,-77.419292,44.6,6.16,101.0,243.0
247,2020-07-30 12:08:27,248,37.529140999999996,-77.419227,44.8,6.38,105.0,261.0
248,2020-07-30 12:08:28,249,37.529106,-77.419174,45.0,6.63,106.0,272.0
249,2020-07-30 12:08:29,250,37.529072,-77.419115,45.2,6.89,100.0,282.0
250,2020-07-30 12:08:30,251,37.529030999999996,-77.419045,45.2,7.16,103.0,290.0
251,2020-07-30 12:08:31,252,37.528994,-77.418986,45.4,7.43,104.0,292.0
252,2020-07-30 12:08:32,253,37.528954,-77.418927,45.6,7.67,104.0,295.0
253,2020-07-30 12:08:33,254,37.528913,-77.41885699999999,45.6,7.92,104.0,296.0
254,2020-07-30 12:08:34,255,37.52887,-77.418788,45.8,8.15,103.0,291.0
255,2020-07-30 12:08:35,256,37.528825,-77.418712,46.0,8.36,103.0,288.0
256,2020-07-30 12:08:36,257,37.528779,-77.41863199999999,46.2,8.56,101.0,295.0
257,2020-07-30 12:08:37,258,37.528734,-77.41855699999999,46.2,8.75,105.0,295.0
258,2020-07-30 12:08:38,259,37.528683,-77.418482,46.4,8.57,106.0,295.0
259,2020-07-30 12:08:39,260,37.528636999999996,-77.418407,46.4,8.59,105.0,294.0
260,2020-07-30 12:08:40,261,37.528591,-77.418337,46.6,8.81,103.0,276.0
261,2020-07-30 12:08:41,262,37.528543,-77.418251,46.6,9.03,105.0,278.0
262,2020-07-30 12:08:42,263,37.528492,-77.418176,46.8,9.24,105.0,271.0
263,2020-07-30 12:08:43,264,37.528444,-77.41809,46.8,9.44,103.0,266.0
264,2020-07-30 12:08:44,265,37.52839,-77.41801,46.8,9.6,101.0,247.0
265,2020-07-30 12:08:45,266,37.528339,-77.417924,46.8,9.75,101.0,250.0
266,2020-07-30 12:08:46,267,37.528283,-77.417833,47.0,9.9,102.0,254.0
267,2020-07-30 12:08:47,268,37.528228999999996,-77.41774699999999,47.0,10.04,102.0,275.0
268,2020-07-30 12:08:48,269,37.528172999999995,-77.41765600000001,47.2,10.14,99.0,275.0
269,2020-07-30 12:08:49,270,37.528119000000004,-77.417575,47.4,10.16,95.0,281.0
270,2020-07-30 12:08:50,271,37.528063,-77.417473,47.6,10.15,92.0,289.0
271,2020-07-30 12:08:51,272,37.528009000000004,-77.41738199999999,47.6,10.3,94.0,278.0
272,2020-07-30 12:08:52,273,37.527956,-77.41728499999999,47.6,10.63,97.0,267.0
273,2020-07-30 12:08:53,274,37.527913,-77.417178,47.2,11.08,104.0,246.0
274,2020-07-30 12:08:54,275,37.52787,-77.417055,46.8,11.53,107.0,230.0
275,2020-07-30 12:08:55,276,37.527822,-77.416948,46.4,11.98,104.0,226.0
276,2020-07-30 12:08:56,277,37.527725,-77.416872,45.8,12.41,100.0,234.0
277,2020-07-30 12:08:57,278,37.527626,-77.416915,45.8,12.48,99.0,245.0
278,2020-07-30 12:08:58,279,37.527532,-77.417001,46.0,12.46,99.0,255.0
279,2020-07-30 12:08:59,280,37.527449,-77.417087,46.0,12.42,96.0,296.0
280,2020-07-30 12:09:00,281,37.527363,-77.41718399999999,46.2,12.42,97.0,316.0
281,2020-07-30 12:09:01,282,37.527283000000004,-77.417275,46.4,12.42,97.0,313.0
282,2020-07-30 12:09:02,283,37.527198999999996,-77.417377,46.6,12.42,94.0,302.0
283,2020-07-30 12:09:03,284,37.527116,-77.417473,46.6,12.44,92.0,292.0
284,2020-07-30 12:09:04,285,37.527038,-77.417564,46.6,12.51,95.0,278.0
285,2020-07-30 12:09:05,286,37.526998,-77.417704,46.8,12.54,96.0,286.0
286,2020-07-30 12:09:06,287,37.527033,-77.417833,46.8,12.62,99.0,294.0
287,2020-07-30 12:09:07,288,37.527132,-77.417902,46.8,12.69,102.0,303.0
288,2020-07-30 12:09:08,289,37.527245,-77.417924,46.6,12.85,104.0,304.0
289,2020-07-30 12:09:09,290,37.52735,-77.41788100000001,46.6,13.01,103.0,283.0
290,2020-07-30 12:09:10,291,37.527435,-77.41777900000001,46.6,12.69,99.0,269.0
291,2020-07-30 12:09:11,292,37.527516,-77.417682,46.4,12.85,109.0,262.0
292,2020-07-30 12:09:12,293,37.527623,-77.417602,45.6,13.41,126.0,249.0
293,2020-07-30 12:09:13,294,37.527739000000004,-77.417618,44.4,14.1,110.0,238.0
294,2020-07-30 12:09:14,295,37.527819,-77.41774699999999,43.4,14.66,100.0,211.0
295,2020-07-30 12:09:15,296,37.527883,-77.417897,42.8,14.86,99.0,204.0
296,2020-07-30 12:09:16,297,37.527983,-77.417999,42.2,15.02,98.0,206.0
297,2020-07-30 12:09:17,298,37.528110999999996,-77.418063,41.2,15.53,99.0,220.0
298,2020-07-30 12:09:18,299,37.528219,-77.418171,39.8,16.06,110.0,219.0
299,2020-07-30 12:09:19,300,37.528203000000005,-77.41834200000001,39.0,16.25,105.0,219.0
300,2020-07-30 12:09:20,301,37.528074,-77.418407,37.8,16.57,26.0,184.0
301,2020-07-30 12:09:21,302,37.527921,-77.418358,36.6,16.97,99.0,219.0
302,2020-07-30 12:09:22,303,37.527776,-77.41832099999999,35.2,16.92,103.0,241.0
303,2020-07-30 12:09:23,304,37.527626,-77.418358,34.0,17.32,103.0,251.0
304,2020-07-30 12:09:24,305,37.527513,-77.418476,32.8,17.64,103.0,221.0
305,2020-07-30 12:09:25,306,37.527596,-77.41863199999999,31.2,18.02,103.0,220.0
306,2020-07-30 12:09:26,307,37.527712,-77.41877099999999,30.0,18.29,14.0,220.0
307,2020-07-30 12:09:27,308,37.527661,-77.418954,28.2,18.33,86.0,149.0
